username,comments_clean,text_preprocessed,polarity_score,polarity
dasiha1989,belom dapet stb gratia nih,"['bom', 'dapet', 'stb', 'gratia', 'nih']",2,positive
frasetyo_e.r_,yang penting cuan,['cuan'],0,neutral
aini.qurotul22,udah gak pernah nonton tv yg penting ada internet,"['udah', 'gak', 'nonton', 'tv', 'yg', 'internet']",0,neutral
jiunk.motret,dulu februari skg oktober kl mau bohong yg rapih lah nnt jangan alesan aacount ini d hack yah masa kemenkominfo di hack sm aja kaya romy rafael di hipnotis 🤣🤣🤣🤣🤣🤣🤣🤣🤣,"['februari', 'skg', 'oktober', 'kl', 'bohong', 'yg', 'rapih', 'nnt', 'alesan', 'aacount', 'd', 'hack', 'yah', 'kemenkominfo', 'hack', 'sm', 'aja', 'kaya', 'romy', 'rafael', 'hipnotis', '']",-13,negative
bigmananton135,selebew ,['selebew'],0,neutral
andityoputra,jaktim nggak semua dpt giliran mendung gelap signal low nonton kek robott ,"['jaktim', 'nggak', 'dpt', 'gilir', 'mendung', 'gelap', 'signal', 'low', 'nonton', 'kek', 'robott']",-9,negative
yuliaxns,udah mati kapan tauk,"['udah', 'mati', 'tauk']",-4,negative
yulimega27,lah sinyal tv digital aja ga semuanya ada mau dimatiin aja gimana sih ga ngasih solusi,"['sinyal', 'tv', 'digital', 'aja', 'ga', 'dimatiin', 'aja', 'gimana', 'sih', 'ga', 'ngasih', 'solusi']",4,positive
hilnapurmaini,kalau lah kayo galo dak papo,"['kayo', 'galo', 'dak', 'papo']",0,neutral
m.n.a047,ribet,['ribet'],-4,negative
michelleeustine,sejak  akhir udah gak pernah nonton tv,"['udah', 'gak', 'nonton', 'tv']",0,neutral
rahmanmahendra0505,lebih baik pemerintah fokus dalam membuka lapangan kerja sebanyak banyaknya di masing masing daerah dan menjadi  perantara semua hasil bumi  karya masyarakat  memanfaatkan rupiah yg lemah untuk mencetak exportir dari semua kalangan masyarakat,"['perintah', 'fokus', 'buka', 'lapang', 'kerja', 'banyak', 'daerah', 'antara', 'hasil', 'bumi', 'karya', 'masyarakat', 'manfaat', 'rupiah', 'yg', 'lemah', 'cetak', 'exportir', 'kalang', 'masyarakat']",16,positive
raff_andri,digaungkan terus beralih ke tv digital agar ganti tv atau beli stb namun nyatanya tak sesuai harapan masyarakat ,"['gaung', 'alih', 'tv', 'digital', 'ganti', 'tv', 'beli', 'stb', 'sesuai', 'harap', 'masyarakat']",-1,negative
mandailing_selebgram,besok kentut berbyar ya ges ya,"['besok', 'kentut', 'berbyar', 'ya', 'ges', 'ya']",-2,negative
vincentardi27,jd lbh cpt matiny tuh analog,"['jd', 'lbh', 'cpt', 'matiny', 'tuh', 'analog']",0,neutral
aliakhaima,nonton pakai saluran digital layarnya memang bersihtapi suka macet berasa nonton vcd yg kasetnya banyak goresan,"['nonton', 'pakai', 'salur', 'digital', 'layar', 'bersihtapi', 'suka', 'macet', 'asa', 'nonton', 'vcd', 'yg', 'kaset', 'gores']",1,positive
dippoart,untung dah smart tv net tp kasihan masyarakat yg blm sanggup beli tv digital stb,"['untung', 'dah', 'smart', 'tv', 'net', 'tp', 'kasihan', 'masyarakat', 'yg', 'blm', 'sanggup', 'beli', 'tv', 'digital', 'stb']",1,positive
hariantoo19,cape diundur mulu,"['cape', 'undur', 'mulu']",-5,negative
rid_one21,pa ungkeun modal jeung meser stb na atuh,"['pa', 'ungkeun', 'modal', 'jeung', 'meser', 'stb', 'na', 'atuh']",-7,negative
ibnurahman7,mana ada bantuan stb udah tersalurkan bantuan yg lain²nya aja gaada yg nyampe di cakung,"['bantu', 'stb', 'udah', 'salur', 'bantu', 'yg', 'lain nya', 'aja', 'gaada', 'yg', 'nyampe', 'cakung']",-5,negative
mejikuviniu,ad alasan beli tv baru ,"['ad', 'alas', 'beli', 'tv']",-1,negative
c_can23,emng masih ada yg nnton tv,"['emng', 'yg', 'nnton', 'tv']",0,neutral
bsd.official.kimjihoon,buat anak kosan gimana tu dapat ga stb nya,"['anak', 'kosan', 'gimana', 'tu', 'ga', 'stb', 'nya']",0,neutral
kang_ternak,sinyal digital di jkt aja kurang stabil apalagi di daerah pelosok wkkwkwkw,"['sinyal', 'digital', 'jkt', 'aja', 'stabil', 'daerah', 'pelosok', 'wkkwkwkw']",0,neutral
rendi_pangalila1234,geus rupa rupaa wae ,"['geus', 'rupa', 'rupaa', 'wae']",3,positive
rizka.dwifauzi,jaringan internet di wilayah pamalayan ciamis matiii,"['jaring', 'internet', 'wilayah', 'pamalayan', 'ciamis', 'matiii']",3,positive
ghilmanahmadzz,mending pimpinan ad yg diganti,"['mending', 'pimpin', 'ad', 'yg', 'ganti']",-1,negative
wawanher15,boro bantuan stb gmn judul nya di matikan siaran y di kira org indonesia mampu semua hadeeeh,"['boro', 'bantu', 'stb', 'gmn', 'judul', 'nya', 'mati', 'siar', 'y', 'org', 'indonesia', 'hadeeeh']",-2,negative
nandariskiawan,benerin dulu sinyalnya suka putus patah nonton bola ilang sinyalnya,"['benerin', 'sinyal', 'suka', 'putus', 'patah', 'nonton', 'bola', 'ilang', 'sinyal']",-9,negative
fitripithut,mnc grup sinyalnya lemah banget dikit ilang siaran digitalnya padahal sy di kabupaten bekasi channel yg lain lancar mnc grup yg payah banget,"['mnc', 'grup', 'sinyal', 'lemah', 'banget', 'dikit', 'ilang', 'siar', 'digital', 'sy', 'kabupaten', 'bekas', 'channel', 'yg', 'lancar', 'mnc', 'grup', 'yg', 'payah', 'banget']",-13,negative
gamaputraae,apakah distribusi stb udh merata,"['distribusi', 'stb', 'udh', 'rata']",0,neutral
rbayy._,ges ges game wildrift anda yang blokir bukan,"['ges', 'ges', 'game', 'wildrift', 'blokir']",-1,negative
ekoalfalahp,gak mau pindah sebelum ada pembagian stb gratis  maklum mau beli stb masih bnyk kebutuhan,"['gak', 'pindah', 'bagi', 'stb', 'gratis', 'maklum', 'beli', 'stb', 'bnyk', 'butuh']",-5,negative
hengkiabstract_s,kendak kamu tulahyyang gk mkrin masyarakat desa,"['kendak', 'tulahyyang', 'gk', 'mkrin', 'masyarakat', 'desa']",0,neutral
hengkiabstract_s,kendak kamu tulahyyang gk mkrin masyarakat desa,"['kendak', 'tulahyyang', 'gk', 'mkrin', 'masyarakat', 'desa']",0,neutral
anjanywidyast, gue sampe beli tv baru apaan  tv digital kok ilangan sinyal nya udh pakai tambahan alat booster signal padahal modal lg  kelakuaaann  gimana sih 🤣 bad bgt signal nya,"['gue', 'sampe', 'beli', 'tv', 'tv', 'digital', 'ilangan', 'sinyal', 'nya', 'udh', 'pakai', 'tambah', 'alat', 'booster', 'signal', 'modal', 'lg', 'kelakuaaann', 'gimana', 'sih', '', 'bad', 'bgt', 'signal', 'nya']",-3,negative
qoni1238,tahap  jg blum  beralih ke digitalkpn beralih ke tv digital,"['tahap', 'jg', 'blum', 'alih', 'digitalkpn', 'alih', 'tv', 'digital']",0,neutral
yayan_040,towernya dibangun dlu buat yg digital support dlu pondasinya  kasian yg belum dapet sinyal analogpun burem,"['towernya', 'bangun', 'dlu', 'yg', 'digital', 'support', 'dlu', 'pondasinya', 'kasi', 'yg', 'dapet', 'sinyal', 'analog', 'burem']",3,positive
ahmaddhikin29,ku punya youtube,"['ku', 'youtube']",0,neutral
jacka_brunoes,data kami gimana min,"['data', 'gimana', 'min']",-3,negative
ibadirrahman,stbnya mana masuk aplikasi cek bansos aja kaga bisabisa lawak mulu heran,"['stbnya', 'masuk', 'aplikasi', 'cek', 'bansos', 'aja', 'kaga', 'bisabisa', 'lawak', 'mulu', 'heran']",-8,negative
rchaesaalyust,hewww sulit,"['hewww', 'sulit']",0,neutral
sultanj_jok,benahi dulu sistimnyamasyarakat jga ingin lebih baik,"['benah', 'sistimnyamasyarakat', 'jga']",0,neutral
jokiwiratno,heleh ngk konsisten aso nya dari jadwal yang sebenarnya telah beredar,"['heleh', 'ngk', 'konsisten', 'aso', 'nya', 'jadwal', 'edar']",2,positive
ir.wansyah7683,jangan lh para pemimpin  mempersulit rakyat kecil dan rakyat miskin wahay para prisiden dan wakil nya dan wahay para mentri contoh dan jalan kn seperti baginda nabi muhammad sa,"['lh', 'pimpin', 'sulit', 'rakyat', 'rakyat', 'miskin', 'wahay', 'prisiden', 'wakil', 'nya', 'wahay', 'tri', 'contoh', 'jalan', 'kn', 'baginda', 'nabi', 'muhammad', 'sa']",-4,negative
ir.wansyah7683,jangan lh mempersulit kami rakyat kecil  kami masyarat miskin  karna doa orang teraniyaya di ijabah alloh swt,"['lh', 'sulit', 'rakyat', 'masyarat', 'miskin', 'karna', 'doa', 'orang', 'teraniyaya', 'ijabah', 'alloh', 'swt']",-5,negative
ir.wansyah7683,jangn lh semena wahay para pemimpin  jangn lh selalu mempersulit kehidupan kami  bbm naik dan dapak bamyak yg lain juga naik  kami buat mkn sehari ja susah,"['jangn', 'lh', 'semena', 'wahay', 'pimpin', 'jangn', 'lh', 'sulit', 'hidup', 'bbm', 'dapak', 'bamyak', 'yg', 'mkn', 'hari', 'ja', 'susah']",-8,negative
ismafakhrudin,daerah tanggerang kapan di bagikan set top box juga keburu tanggal  november nanti,"['daerah', 'tanggerang', 'bagi', 'set', 'top', 'box', 'keburu', 'tanggal', 'november']",-4,negative
dili_mustopa,chanel tv tetep masih suka ilang sendiri udah digital juga suka leg gk ad sinyal,"['chanel', 'tv', 'tetep', 'suka', 'ilang', 'udah', 'digital', 'suka', 'leg', 'gk', 'ad', 'sinyal']",-1,negative
ismafakhrudin,desa pisangan jaya tanggerang banten,"['desa', 'pisang', 'jaya', 'tanggerang', 'banten']",4,positive
matcha_tea007,bodo amat ga pernah nonton tv juga acaranya kga ada yg menarik,"['bodo', 'ga', 'nonton', 'tv', 'acara', 'kga', 'yg', 'tarik']",-3,negative
dani.rahmat24,gk nonton tv udh ada di vidio jd terserah bapakibu pejabat mau ngapaian aja suka lo deh yg penting kantong kalian penuh,"['gk', 'nonton', 'tv', 'udh', 'vidio', 'jd', 'serah', 'bapakibu', 'jabat', 'ngapaian', 'aja', 'suka', 'lo', 'deh', 'yg', 'kantong', 'penuh']",-1,negative
amirudindesu,nasib perumahan di jabotabek yg msh di tengah sawah kya di cikarang gigit jari beli stb kga dpt sinyal haha,"['nasib', 'rumah', 'jabotabek', 'yg', 'msh', 'sawah', 'kya', 'cikarang', 'gigit', 'jari', 'beli', 'stb', 'kga', 'dpt', 'sinyal', 'haha']",-7,negative
fitriana_maryati,mohon info ka ini gmn caranya bs dpt stb gratis soalnya di daerah rumah saya ga ada kayanya pembagian ini jakarta selatan kbtulan tv di rumah saya udah ga bs nangkep chanel lagi ada rcti itu pun runyemmm,"['mohon', 'info', 'ka', 'gmn', 'bs', 'dpt', 'stb', 'gratis', 'daerah', 'rumah', 'ga', 'kaya', 'bagi', 'jakarta', 'selatan', 'kbtulan', 'tv', 'rumah', 'udah', 'ga', 'bs', 'nangkep', 'chanel', 'rcti', 'runyemmm']",-1,negative
bang_okirubianto,siaran tv analog di rumah banyak sampe dai tv pun dapet pas beli set  apa lah nama nya cuma dapet  terus patah gimana ini hui,"['siar', 'tv', 'analog', 'rumah', 'sampe', 'dai', 'tv', 'dapet', 'pas', 'beli', 'set', 'nama', 'nya', 'dapet', 'patah', 'gimana', 'hui']",2,positive
fzn_ard,emang masih ada yg nonton tv,"['emang', 'yg', 'nonton', 'tv']",0,neutral
bagusjiwo_tyang,dah lama engk tergantung ama tv paling sesekali doang dah sibuk pakek smartphone jadinyya,"['dah', 'engk', 'gantung', 'ama', 'tv', 'doang', 'dah', 'sibuk', 'pakek', 'smartphone', 'jadinyya']",-11,negative
zafincoolant,jangan boong lgi ya,"['boong', 'lgi', 'ya']",-4,negative
miqrom72,ijin bapak ibu  apa saya saja ini yang pusing tiba ada wa atau telegram mengajak judi slot dari para bandar dan profil wanita seksi dan cantik terlalu banyak ajakan mereka dan heran nya mereka pun tau nmor hp saya satunya lagi hadeh pusing dah kenapa banyak nmor bodong mengajak kesesatan apa mungkin data pribadi nmor pelanggan bocor,"['ijin', 'pusing', 'wa', 'telegram', 'ajak', 'judi', 'slot', 'bandar', 'profil', 'wanita', 'seksi', 'cantik', 'aja', 'heran', 'nya', 'tau', 'nmor', 'hp', 'satu', 'hadeh', 'pusing', 'dah', 'nmor', 'bodong', 'ajak', 'sesat', 'data', 'pribadi', 'nmor', 'langgan', 'bocor']",-28,negative
hi.dayat1643,intinya gak bayar ya gak bisa nonton,"['inti', 'gak', 'bayar', 'ya', 'gak', 'nonton']",-2,negative
alvn18_,orang tua mana ngerti teknologi,"['orang', 'tua', 'ngerti', 'teknologi']",-4,negative
bulloh1978,nga usah nonton tvmain hp aja,"['nga', 'nonton', 'tvmain', 'hp', 'aja']",0,neutral
fadilr98,bodo amatsemenjak di kmpung gua bnyak yg pake parabola trus pake anten malah bnyak semut ntah udah berapa tahun gua ga pernah nntn tv,"['bodo', 'amatsemenjak', 'kmpung', 'gua', 'bnyak', 'yg', 'pake', 'parabola', 'trus', 'pake', 'anten', 'bnyak', 'semut', 'ntah', 'udah', 'gua', 'ga', 'nntn', 'tv']",-5,negative
bankgnashoppiccialle,tolong jaga data kami,"['tolong', 'jaga', 'data']",-6,negative
mfathurrizki,jadi digital juga ga jamin tayangan bersih dan lancar make stb juga masih aja bermasalah,"['digital', 'ga', 'jamin', 'tayang', 'bersih', 'lancar', 'make', 'stb', 'aja', 'masalah']",-4,negative
roger_nur_hamid,trserahga prnh nonton tvisinya drama semuatrpaksa nonton tv cm nnton spongebob sama upin ipin aja,"['trserahga', 'prnh', 'nonton', 'tvisinya', 'drama', 'semuatrpaksa', 'nonton', 'tv', 'cm', 'nnton', 'spongebob', 'upin', 'ipin', 'aja']",-4,negative
mariani.simbolon.7,gk ada masalah kan klo analog jg  ingin semua bertubi tubi migas  sembako ini lg  membuat  pusing  jdnya ada  saja  alatnya mahal kah din belinya brp harganya,"['gk', 'klo', 'analog', 'jg', 'tubi', 'tubi', 'migas', 'sembako', 'lg', 'pusing', 'jdnya', 'alat', 'mahal', 'kah', 'din', 'beli', 'brp', 'harga']",-1,negative
tonishndr,saya sudah coba migrasi dari analog ke digital benar benar beda jauh kualitasnya yang di iklankan di berbagai media memang benarbukan hoaks kalo kualitas analog ada semutnya kalo di digital benar benar hilang semutnya  jadinya gelap gulita tipi saya  ada tulisan  tidak ada sinyal sudah diaktifkan akhirnya saya kembali ke mantananalog area kabupaten bekasi,"['coba', 'migrasi', 'analog', 'digital', 'beda', 'kualitas', 'iklan', 'media', 'benarbukan', 'hoaks', 'kalo', 'kualitas', 'analog', 'semut', 'kalo', 'digital', 'hilang', 'semut', 'gelap', 'gulita', 'tipi', 'tulis', 'sinyal', 'aktif', 'mantananalog', 'area', 'kabupaten', 'bekas']",2,positive
_aruvian,kerja kaga becus aja minta gaji bgst,"['kerja', 'kaga', 'becus', 'aja', 'gaji', 'bgst']",-3,negative
1am_p0o,    ,[],0,neutral
aswadi916,gpp kalau dimatiin juga asal di ganti in yg baru dan gratis,"['gpp', 'dimatiin', 'ganti', 'in', 'yg', 'gratis']",4,positive
ridwann.w,percuma klo tontonan ga ada yg bermutu mah,"['klo', 'tonton', 'ga', 'yg', 'mutu', 'mah']",-2,negative
baby_r3xy,min tolong blokir situs ruleus dan manhwalandmom di indonesia donk,"['min', 'tolong', 'blokir', 'situs', 'ruleus', 'manhwalandmom', 'indonesia', 'donk']",-5,negative
thantrimayangputeri,disuruh beralih ke siaran digital beli topbox baru siran tvnya gk kuat dan patah apaan tidak usah iming ke masyarakat jernih lancar tapi kenyataannya gk ada sama skali,"['suruh', 'alih', 'siar', 'digital', 'beli', 'topbox', 'sir', 'tvnya', 'gk', 'kuat', 'patah', 'iming', 'masyarakat', 'jernih', 'lancar', 'nyata', 'gk', 'skali']",0,neutral
dede_kafrawirahim,kementrian tilolong mending bubarlah,"['tri', 'tilolong', 'mending', 'bubar']",-1,negative
dede_kafrawirahim,jualan stb nambah daya listrik sigoblok,"['jual', 'stb', 'nambah', 'daya', 'listrik', 'sigoblok']",1,positive
dede_kafrawirahim,stb maseh sering macet macet tolol,"['stb', 'maseh', 'macet', 'macet', 'tolol']",-5,negative
rhmtphoci10,pecinta ikatan cinta banyak yg marah marah dah,"['cinta', 'ikat', 'cinta', 'yg', 'marah', 'marah', 'dah']",-13,negative
najiulloh14,didaerah kami blm ada pembagian set box saya malah beli sendiri,"['daerah', 'blm', 'bagi', 'set', 'box', 'beli']",-3,negative
im_marten,aturan mulu bisnis terus,"['atur', 'mulu', 'bisnis']",2,positive
zainahmad2715,bjorka nyimak entar sistem kominfo yg gua banned,"['bjorka', 'nyimak', 'entar', 'sistem', 'kominfo', 'yg', 'gua', 'banned']",-4,negative
reni_selian,,[],0,neutral
anitya_ari,tv di poskamling dan di warteg auto  ga ada gambar,"['tv', 'poskamling', 'warteg', 'auto', 'ga', 'gambar']",-1,negative
anitya_ari,dimasa sulit menambah makin  sulit,"['masa', 'sulit', 'tambah', 'sulit']",3,positive
swaraketegannews,mhn untuk wilayah pasuruan timur masih banyak channel yg belum terjangkau,"['mhn', 'wilayah', 'pasuruan', 'timur', 'channel', 'yg', 'jangkau']",0,neutral
itsrahmahhh,,[],0,neutral
sasmikhadewi_,ada aja negarq ini dh gak punya uang suruh beli setopbox makan aja susah pak,"['aja', 'negarq', 'dh', 'gak', 'uang', 'suruh', 'beli', 'setopbox', 'makan', 'aja', 'susah']",-6,negative
romiyanto214875,pak bagaimana klo yg dapat set to bok dri rtrw setempat,"['klo', 'yg', 'set', 'to', 'bok', 'dri', 'rtrw']",0,neutral
irpanrivaldi89,jawa barat masih aman,"['jawa', 'barat', 'aman']",0,neutral
dheamisjamulyadi,kualitas sinnyalnua masih jelek nih masih suka nge freez,"['kualitas', 'sinnyalnua', 'jelek', 'nih', 'suka', 'nge', 'freez']",1,positive
rikko_harynto,kontol,['kontol'],-5,negative
ummisitiaisyah12,,[],0,neutral
rahmad17la_bintolla,program nyusahin kami yg di daerahsejak digital di aktifkanbnyk stasion  tv yg tk bs kmi trimablm lgi singnal hilang datangmending analogwalau tdk jernih tp kmi msih bs menyaksikan sairan² dan berita,"['program', 'nyusahin', 'yg', 'daerahsejak', 'digital', 'aktifkanbnyk', 'stasion', 'tv', 'yg', 'tk', 'bs', 'kmi', 'trimablm', 'lgi', 'singnal', 'hilang', 'datangmending', 'analogwalau', 'tdk', 'jernih', 'tp', 'kmi', 'msih', 'bs', 'saksi', 'sair', 'berita']",0,neutral
avg37akrxgwsnfs,belum semua dapet stb dah dapet data dari mana bisa gak sih kebijakan kalian gak nyusahin rakyat kecil kalo betul berarti emang biadab semua kalian ya,"['dapet', 'stb', 'dah', 'dapet', 'data', 'gak', 'sih', 'bijak', 'gak', 'nyusahin', 'rakyat', 'kalo', 'emang', 'biadab', 'ya']",-5,negative
amin21muhammad,jadi teringat bjordin apa kabar ini beritanya,"['bjordin', 'kabar', 'berita']",-5,negative
cristioneelmessialdo,owh ok,"['owh', 'ok']",4,positive
invtshm,semoga semua kota bisa minimal  channel,"['moga', 'kota', 'minimal', 'channel']",-3,negative
ibnu_hafidz04,kategori masyarakat miskin itu yg seperti apa ya bu kenapa di tempat saya blm dapat stb gratis,"['kategori', 'masyarakat', 'miskin', 'yg', 'ya', 'bu', 'blm', 'stb', 'gratis']",-1,negative
arif_cemonk1993,saluran digital bnyk yg ga terjangkau benahi dlu lol,"['salur', 'digital', 'bnyk', 'yg', 'ga', 'jangkau', 'benah', 'dlu', 'lol']",0,neutral
rahmanalvinaulia,aowokwokwokwok gimana sih maksudnya keamanan siber indonesia disponsori perancis,"['aowokwokwokwok', 'gimana', 'sih', 'maksud', 'aman', 'siber', 'indonesia', 'sponsor', 'perancis']",4,positive
hi_samsul01,untung banten nggak nuhun pak,"['untung', 'banten', 'nggak', 'nuhun']",0,neutral
reziisann,gipaway stb ga pak,"['gipaway', 'stb', 'ga']",0,neutral
muhfiqipa800,pak kominfo edmodo diblokir ya   soalnya banyak nih data laporan kampus saya disitu,"['kominfo', 'edmodo', 'blokir', 'ya', 'nih', 'data', 'lapor', 'kampus', 'situ']",-4,negative
metalika90,bantuan distribusi stb ditempat saya belum ada,"['bantu', 'distribusi', 'stb', 'tempat']",-1,negative
wahyuimansyah99,halo emak gue yg d batam masih pakai tv tabung gimana nih solusinya wkwk  gini amat hidup di negri konoha,"['halo', 'emak', 'gue', 'yg', 'd', 'batam', 'pakai', 'tv', 'tabung', 'gimana', 'nih', 'solusi', 'wkwk', 'gin', 'hidup', 'negri', 'konoha']",5,positive
iday.yadisuryadi,tv digital dimatikanbantuan set up boxnya untuk masyarakat ada toh,"['tv', 'digital', 'dimatikanbantuan', 'set', 'up', 'boxnya', 'masyarakat']",0,neutral
sejathie991,pegangsaan dua jkrt utara blm ada pembgian stb grtis pdhl krjn sy buruh tv msh tabung mkn sehari aj pas pasn ga dpt bantuan ap apa ini tv analog mati  bensin naik blt ga dpt stb ga dptpayah korupsi pa ych,"['gangsa', 'jkrt', 'utara', 'blm', 'pembgian', 'stb', 'grtis', 'pdhl', 'krjn', 'sy', 'buruh', 'tv', 'msh', 'tabung', 'mkn', 'hari', 'aj', 'pas', 'pasn', 'ga', 'dpt', 'bantu', 'ap', 'tv', 'analog', 'mati', 'bensin', 'blt', 'ga', 'dpt', 'stb', 'ga', 'dptpayah', 'korupsi', 'pa', 'ych']",-5,negative
arya_amin_putra99v2.2,program tv jaman skrg amburadul kecuali berita dari dulu tetap konsisten berita hangat skrg hacker bjorka mengolokolok suatu lembaga kurang berguna bermerk kominfo dikarena pimpinan lulusan sarjana ekonomi dgn seenaknya menerapkan metode perdagangan alhasil bocorrr berita sebelumnya dikarenakan gabut seonggok oknum memblokir situs resmi tetapi membiarkan slot judi online token bokep tetap beroperasi karena dikira hanya permainan,"['program', 'tv', 'jaman', 'skrg', 'amburadul', 'kecuali', 'berita', 'konsisten', 'berita', 'hangat', 'skrg', 'hacker', 'bjorka', 'mengolokolok', 'lembaga', 'guna', 'bermerk', 'kominfo', 'karena', 'pimpin', 'lulus', 'sarjana', 'ekonomi', 'dgn', 'terap', 'metode', 'dagang', 'alhasil', 'bocorrr', 'berita', 'gabut', 'onggok', 'oknum', 'blokir', 'situs', 'resmi', 'biar', 'slot', 'judi', 'online', 'token', 'bokep', 'operasi', 'main']",-33,negative
ipirraya,pas request program tv tournamen judi online dan higgs domino islands  sponsor nya kominfo bumn pertamina saya yakin pak jadi program yang sukses trending pak  corp,"['pas', 'request', 'program', 'tv', 'tournamen', 'judi', 'online', 'higgs', 'domino', 'islands', 'sponsor', 'nya', 'kominfo', 'bumn', 'pertamina', 'program', 'sukses', 'trending', 'corp']",8,positive
ipirraya,ayo pak kominfo jagan malumlu buat program tv judi online dan slot judi online higgs domino islands,"['ayo', 'kominfo', 'jagan', 'malumlu', 'program', 'tv', 'judi', 'online', 'slot', 'judi', 'online', 'higgs', 'domino', 'islands']",4,positive
manjur4750,terserah kalian saya tdk butuh info itu yang saya butuhkan adalah jawaban  kenapa kalian kominfo legalkan judi online  terutama higgs domino kalau tidak bisa jawab kalian mengundurkan diri saja dr kominfo drpd saya rugi bayar pajak buat gaji kalian,"['serah', 'tdk', 'butuh', 'info', 'butuh', 'kominfo', 'legal', 'judi', 'online', 'higgs', 'domino', 'undur', 'dr', 'kominfo', 'drpd', 'rugi', 'bayar', 'pajak', 'gaji']",-24,negative
manjur4750,tua bangkai kok dijadikan menteri jokowiiiiiii jokowi,"['tua', 'bangkai', 'jadi', 'menteri', 'jokowiiiiiii', 'jokowi']",-9,negative
addi_minaldi,lu kagak kasian sama nyokap gua,"['lu', 'kagak', 'kasi', 'nyokap', 'gua']",-6,negative
rigaaamuhammad_,,[],0,neutral
gedeaditya9,paypal kapan di buka blokir nya,"['paypal', 'buka', 'blokir', 'nya']",-3,negative
agussetiawan3565,saya juga  daerah jakarta barat  belum dapat  bantuan  stb,"['daerah', 'jakarta', 'barat', 'bantu', 'stb']",-1,negative
utami_s.budi,belum kebeli stb,"['kebel', 'stb']",0,neutral
yogicentra,ngak guna kominfo bubarin aja ,"['ngak', 'kominfo', 'bubarin', 'aja']",0,neutral
erzetfhl,apakabar yang dikampung sinyal nya juga blm stabil yg digital,"['apakabar', 'kampung', 'sinyal', 'nya', 'blm', 'stabil', 'yg', 'digital']",3,positive
saukat_ali_,youtube lebih dari tv,"['youtube', 'tv']",0,neutral
milatur_r,udah punya set box tv digital bener bersih tp chanelnya dikit yg nyantol terus macet lagi tolong dong dibenahin lg saluran tv digitalnya,"['udah', 'set', 'box', 'tv', 'digital', 'bener', 'bersih', 'tp', 'chanelnya', 'dikit', 'yg', 'nyantol', 'macet', 'tolong', 'dibenahin', 'lg', 'salur', 'tv', 'digital']",-4,negative
aangaming.1,kominfo mohon blokir aplikasi higgs domino island yg ada di playstore itu judi berkedok koin,"['kominfo', 'mohon', 'blokir', 'aplikasi', 'higgs', 'domino', 'island', 'yg', 'playstore', 'judi', 'kedok', 'koin']",-7,negative
aangaming.1,mohon hapus aplikasi higgs domino jangan duduk dikursi aja anak saya gara gara aplikasi higgs domino island bisa masuk penjara  jangan makan duit haram aja kerja kagak  kominfo hapus aplikasi higgs domino island yg ada di playstore gimana sih negara ini,"['mohon', 'hapus', 'aplikasi', 'higgs', 'domino', 'duduk', 'kursi', 'aja', 'anak', 'gara', 'gara', 'aplikasi', 'higgs', 'domino', 'island', 'masuk', 'penjara', 'makan', 'duit', 'haram', 'aja', 'kerja', 'kagak', 'kominfo', 'hapus', 'aplikasi', 'higgs', 'domino', 'island', 'yg', 'playstore', 'gimana', 'sih', 'negara']",-33,negative
yogariandika,perluas area jangkau sinyal digitalnya ,"['luas', 'area', 'jangkau', 'sinyal', 'digital']",3,positive
achmadfickyhadi,pantesan tv gw kresek kresek udah mau di tiadakan tv analog terus apa harus beli gitu saya mau nonton bola jadi ga ada ntar chanel nya,"['pantesan', 'tv', 'gw', 'kresek', 'kresek', 'udah', 'tiada', 'tv', 'analog', 'beli', 'gitu', 'nonton', 'bola', 'ga', 'ntar', 'chanel', 'nya']",-7,negative
ravka_shaquile,kita papau paling terkhirr spertinyaa,"['papau', 'terkhirr', 'spertinyaa']",0,neutral
eddie.riyanto,channelnya  yang  gak ada sinyal,"['channelnya', 'gak', 'sinyal']",0,neutral
dedeard.js,a,['a'],0,neutral
falbimuhimin7,blokir high domino,"['blokir', 'high', 'domino']",-3,negative
julianaldian9,ngapain sih langsung mau maju indonesiawoy liat dulu masyarakat miskin yang punya tv analog kan masih banyakmending januhari biar bisa cari duit buat beli stb atau tv baruini masyarakat indonesia bukan masyarakat yang negara maju,"['ngapain', 'sih', 'langsung', 'maju', 'indonesiawoy', 'liat', 'masyarakat', 'miskin', 'tv', 'analog', 'banyakmending', 'januhari', 'biar', 'cari', 'duit', 'beli', 'stb', 'tv', 'baruini', 'masyarakat', 'indonesia', 'masyarakat', 'negara', 'maju']",-5,negative
dera.oyy,ah sinyal nya aja suka patah kadang no sinyal antena udah tinggi dipasant,"['ah', 'sinyal', 'nya', 'aja', 'suka', 'patah', 'kadang', 'no', 'sinyal', 'antena', 'udah', 'dipasant']",1,positive
julianaldian9,mana stb grattiisss  tv saya analog di daerah tangsel,"['stb', 'grattiisss', 'tv', 'analog', 'daerah', 'tangsel']",3,positive
pura_pura_jadi_hacker,alah bacot,"['alah', 'bacot']",-5,negative
mantaneanggasanjaya,h,['h'],0,neutral
arifnugraha_id,pernyataan bodoh ketika bilang ke hacker klo bisa jangan nyerang terbodoh menurut saya,"['nyata', 'bodoh', 'bilang', 'hacker', 'klo', 'nyerang', 'bodoh']",2,positive
manjur4750,tai,['tai'],-5,negative
murata_1611,nge lawak mulu heran,"['nge', 'lawak', 'mulu', 'heran']",0,neutral
